Name
AKIN, GUMP, STRAUSS, HAUER & FELD (8)
AMERICAN CONTINENTAL GROUP (7)
AMERICAN DEFENSE INTERNATIONAL, INC. (10)
ANNDYL POLICY GROUP, LLC (5)
ARENT FOX LLP (5)
BAKER DONELSON BEARMAN CALDWELL & BERKOWITZ /THE DASCHLE GROUP (12)
BARNES & THORNBURG, LLP (14)
BELL & LINDSAY, INC. (9)
BOSE PUBLIC AFFAIRS GROUP (12)
BROWNSTEIN HYATT FARBER SCHRECK, LLP (14)
BROYDRICK & ASSOCIATES (7)
BUCHANAN INGERSOLL & ROONEY PC (5)
CAPITOL COUNSEL, LLC (5)
CAPITOL HILL PARTNERS (5)
CAPITOL TAX PARTNERS, LLP (8)
CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC) (5)
CJ LAKE, LLC (8)
CORNERSTONE GOVERNMENT AFFAIRS, INC. (5)
COVINGTON & BURLING LLP (10)
DAVIS & HARMAN LLP (6)
DININO ASSOCIATES, LLC (6)
DORSEY & WHITNEY LLP (5)
DOWNS GOVERNMENT AFFAIRS (24)
DUTKO WORLDWIDE, LLC (6)
EFB ADVOCACY, LLC (6)
FAEGRE DRINKER BIDDLE & REATH LLP (11)
FBB FEDERAL RELATIONS (13)
FEDERAL BUSINESS GROUP (5)
FOLEY & LARDNER LLP (17)
FORBES-TATE (11)
FORESIGHT LAW + POLICY PLLC (6)
GOVERNMENT RELATIONS GROUP, LLC (7)
GRAY & OSCAR, LLC (FORMERLY BOB GRAY, LLC) (5)
GREENBERG TRAURIG, LLP (9)
GROOM LAW GROUP, CHARTERED (9)
HALL, RENDER, KILLIAN, HEATH & LYMAN, P.C. (18)
HANKA ADVISOR LLC (6)
HEALTH AND MEDICINE COUNSEL OF WASHINGTON (10)
HEIDEMAN NUDELMAN & KALIK, P.C. (5)
HIGH STREET STRATEGIES LLC (5)
HOBBS, STRAUS, DEAN & WALKER, LLP (9)
HOLLAND & KNIGHT LLP (16)
HUSCH BLACKWELL, LLP (6)
ICE MILLER STRATEGIES LLC (7)
J M BURKMAN & ASSOCIATES (47)
JONES WALKER, LLP (9)
K&L GATES, LLP (19)
KELLEY DRYE & WARREN LLP (13)
LIBERTY PARTNERS GROUP, LLC (21)
LOBBYIT.COM (10)
MANATOS & MANATOS (6)
MARKLEY AND COMPANY (7)
MCDERMOTT WILL & EMERY LLP (7)
MERCURY PUBLIC AFFAIRS, LLC (10)
MML&K GOVERNMENT SOLUTIONS (6)
MR. DANIEL DELICH (6)
MR. GAYLORD HUGHEY (5)
MR. MARK REY (5)
NELSON MULLINS RILEY & SCARBOROUGH (6)
NEW CENTURY GOVERNMENT AFFAIRS (F/K/A TERRENCE C. WOLFE) (11)
PIKE ASSOCIATES, LLC (5)
POBLETE TAMARGO, LLP (18)
POLICY DEVELOPMENT GROUP (8)
POWERS PYLES SUTTER & VERVILLE, P.C. (9)
ROBERTSON, MONAGLE, & EASTAUGH PC (FORMELRY KNOWN AT HOFFMAN, SILVER, GILMAN AND (15)
RULON & WHITE GOVERNANCE STRATEGIES (8)
RYBERG AND SMITH, L.L.C. (7)
SIDLEY AUSTIN LLP (18)
SONOSKY, CHAMBERS, SACHSE, ENDRESON & PERRY, LLP (6)
SORINI, SAMET, & ASSOCIATES, LLC (5)
SPIRIT ROCK CONSULTING (5)
SQUIRE PATTON BOGGS (8)
STEPTOE & JOHNSON LLP (11)
STRATEGIC HEALTH CARE (44)
STRATEGIC MARKETING INNOVATIONS (7)
STRIDE POLICY SOLUTIONS, LLC (7)
THE CONAFAY GROUP, LLC (12)
THE FERGUSON GROUP, LLC (12)
THE RABEN GROUP (5)
THE SUMMERILL GROUP LLC (7)
THE VOGEL GROUP (5)
TOWNSEND PUBLIC AFFAIRS (7)
VAN NESS FELDMAN, LLP (13)
VENABLE LLP (14)
WARD AND SMITH, P.A. (9)
WARWICK GROUP CONSULTANTS, LLC (6)
WILLIAMS AND JENSEN, PLLC (17)
WINN STRATEGIES, LLC (9)
